,name,genres,minimum,recommended,release_date,developer,publisher,overall_player_rating,reviews,english_reviews
154,Crusader Kings III: Tours & Tournaments,"['RPG', 'Strategy', 'Simulation', 'Medieval']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 Home 64 bit', 'Processor: Intel® Core™ i3-2120 / AMD® FX 6350', 'Memory: 6 GB RAM', 'Graphics: Nvidia® GeForce™ GTX 660 (2GB) / AMD® Radeon™ HD 7870 (2GB) / Intel® Iris Pro™ 580 / Intel® Iris® Plus G7 / AMD® Radeon™ Vega 11', 'Storage: 8 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 Home 64 bit', 'Processor: Intel® Core™ i5-4670K / AMD® Ryzen™ 5 2400G', 'Memory: 8 GB RAM', 'Graphics: Nvidia® GeForce™ GTX 1650 (4GB) / AMD® Radeon™ R9 390X (8GB)', 'Storage: 8 GB available space']","11 May, 2023","['Paradox Development Studio', 'Paradox Thalassic']",['Paradox Interactive'],3.0,"(77% of 1,326) All Time",883
155,Cities: Skylines II,"['Simulation', 'City Builder', 'Building', 'Singleplayer', 'Sandbox', 'Management', 'Economy', 'Strategy', 'Realistic', 'Moddable', 'Resource Management', 'Relaxing', 'Transportation', 'Casual', 'Multiplayer', 'Atmospheric', 'Early Access', 'Open World', 'Great Soundtrack', 'Mod']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 Home 64 Bit', 'Processor: Intel® Core™ i7-6700K | AMD® Ryzen™ 5 2600X', 'Memory: 8 GB RAM', 'Graphics: Nvidia® GeForce™ GTX 970 (4 GB)  | AMD® Radeon™ RX 480 (8 GB)', 'Storage: 60 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 Home 64 Bit | Windows® 11', 'Processor: Intel® Core™ i5-12600K | AMD® Ryzen™ 7 5800X', 'Memory: 16 GB RAM', 'Graphics: Nvidia® GeForce™ RTX 3080 (10 GB) | AMD® Radeon™ RX 6800 XT (16 GB)', 'Storage: 60 GB available space']","24 Oct, 2023",['Colossal Order Ltd.'],['Paradox Interactive'],5.0,"(42,905)","30,772"
156,Fields of Mistria,"['Early Access', 'RPG', 'Farming Sim', 'Simulation', 'Dating Sim', 'Life Sim', 'Romance', 'Farming', 'Agriculture', 'Cute', 'Relaxing', 'Anime', 'Sandbox', 'Open World', 'Pixel Graphics', '2D', 'Crafting', 'Building', 'Cooking', 'Mining']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel Core2 Duo E6400 or AMD Phenom X2 Dual-Core GP-7730', 'Memory: 6 GB RAM', 'Graphics: NVIDIA GeForce GTX 460, 1GB or AMD Radeon R7 240, 1GB', 'DirectX: Version 11', 'Storage: 2 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Ryzen 3 3300X', 'Memory: 8 GB RAM', 'Graphics: RX 480, 8 GB', 'DirectX: Version 11', 'Storage: 2 GB available space']","5 Aug, 2024",['NPC Studio'],['NPC Studio'],1.0,"(8,331)","7,604"
157,Supermarket Simulator,"['Simulation', 'Management', 'Economy', 'Multiplayer', 'Singleplayer', 'Immersive Sim', 'Trading', 'First-Person', 'Life Sim', 'Building', 'Capitalism', 'Resource Management', '3D', 'Sandbox', 'Realistic', 'Casual', 'Inventory Management', 'Early Access', 'Indie', 'Driving']","['OS: Windows (64-bit) 10', 'Processor: i5 3550 / RYZEN 5 2500X', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GTX 1050 / AMD R9 270X', 'DirectX: Version 11', 'Storage: 5 GB available space']","['OS: Windows (64-bit) 10', 'Processor: i5 7600K /\u2002Ryzen 5 2600x', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 1060 / AMD RX 480', 'DirectX: Version 11', 'Storage: 5 GB available space']","20 Feb, 2024",['Nokta Games'],['Nokta Games'],2.0,"(48,211)","21,084"
158,CarX Street,"['Racing', 'Open World', 'Multiplayer', 'PvP', 'Automobile Sim', 'Driving', 'Sandbox', 'Simulation', 'Massively Multiplayer', 'Exploration', 'Sports', 'Third Person', 'Atmospheric', 'First-Person', 'Action', 'Arcade', '3D', '3D Vision', 'Physics', '6DOF']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 or higher', 'Processor: Ryzen 5 2600 @ 3.4 GHz / Intel® Core™ I5-8400 @ 2.5 GHz', 'Memory: 8 GB RAM', 'Graphics: Nvidia Geforce GTX 1050 TI 4 Gb / Radeon RX 570 8 Gb', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space', 'Sound Card: Sound card compatible with DirectX® 9.0с', 'Additional Notes: SSD required']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 or higher', 'Processor: Ryzen 7 5800x @ 3.8 GHz / Intel® Core™ i5-10600 @ 4.1 GHz', 'Memory: 16 GB RAM', 'Graphics: Nvidia Geforce RTX 2060 Super 8 Gb / Radeon RX 5700 XT 8 Gb', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space', 'Sound Card: Sound card compatible with DirectX® 9.0с', 'Additional Notes: SSD required']","29 Aug, 2024","['CarX Technologies, LLC']","['CarX Technologies, LLC']",5.0,"(68% of 5,425) All Time","3,489"
159,Hearts of Iron IV,"['Strategy', 'World War II', 'Grand Strategy', 'War', 'Historical', 'Military', 'Alternate History', 'Multiplayer', 'Simulation', 'Tactical', 'Real-Time with Pause', 'Singleplayer', 'RTS', 'Diplomacy', 'Sandbox', 'Co-op', 'Strategy RPG', 'Competitive', 'Open World', 'Action']","['OS: Windows® 10 Home 64 Bit', 'Processor: Intel® Core™ i5 750 | AMD® FX 4300', 'Memory: 4 GB RAM', 'Graphics: Nvidia® GeForce™ GTX 470 (1.28GB) | AMD® HD 5850 (1GB) | Intel Iris Xe G7 (Tiger Lake) | AMD® Radeon™ RX Vega 11', 'DirectX: Version 9.0c', 'Storage: 2 GB available space', 'Sound Card: Direct X- compatible soundcard.', 'Additional Notes: Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers/  Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.']","['OS: Windows® 10 Home 64 bit', 'Processor: Intel® Core™ i5 2500K | AMD® Ryzen 3 2200G', 'Memory: 6 GB RAM', 'Graphics: Nvidia® GeForce™ GTX 570 (1.28GB) | AMD® Radeon™ HD 7970 (3GB) | Intel Iris Xe G7 (Tiger Lake)', 'DirectX: Version 9.0c', 'Storage: 2 GB available space', 'Sound Card: Direct X- compatible soundcard.', 'Additional Notes: Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers. / Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.']","6 Jun, 2016",['Paradox Development Studio'],['Paradox Interactive'],2.0,"(218,593)","137,260"
160,shapez 2,"['Management', 'Strategy', 'Automation', 'Futuristic', 'Early Access', 'Building', 'Puzzle', 'Crafting', 'Simulation', 'Sandbox', 'Trains', 'Space', 'Transportation', 'Base Building', '3D', 'Logic', 'Singleplayer', 'Casual', 'Relaxing', 'Procedural Generation']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64bit', 'Processor: Intel(R) Core(TM) i5-4440 CPU', 'Memory: 4 GB RAM', 'Graphics: Intel(R) UHD Graphics 630, 1GB VRAM', 'Storage: 2000 MB available space', ""Additional Notes: For 'minimum' graphics preset on Full HD. Two button mouse with scroll wheel required.""]","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64bit', 'Processor: Intel(R) Core(TM) i7-8700 CPU', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 1050 Ti', 'Storage: 2000 MB available space', ""Additional Notes: For 'high' graphics preset on Full HD.""]","15 Aug, 2024",['tobspr Games'],"['tobspr Games', 'Gamera Games']",1.0,"(6,553)","4,720"
161,Ale & Tale Tavern,"['Adventure', 'Simulation', 'Online Co-Op', 'Cooking', 'Fantasy', 'Action', 'First-Person', 'Management', 'Co-op', 'Sandbox', '3D', 'Casual', 'Economy', 'Indie', 'Building', 'Exploration', 'Family Friendly', 'Action-Adventure', 'Party Game', 'Singleplayer']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Quad core', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX 1060', 'Network: Broadband Internet connection', 'Storage: 7 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel i5 12400 or AMD Ryzen 5600', 'Memory: 16 GB RAM', 'Graphics: Nvidia RTX 3050', 'Network: Broadband Internet connection', 'Storage: 7 GB available space']","5 Sep, 2024",['Scienart Games'],"['GrabTheGames', 'UpgradePoint']",2.0,"(84% of 1,478) All Time",747
162,7 Days to Die,"['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Base Building', 'Voxel', 'Post-apocalyptic', 'Online Co-Op', 'Building', 'Exploration', 'Sandbox', 'FPS', 'Simulation', 'Character Customization', 'Strategy', 'Tower Defense', 'Action', 'Procedural Generation', 'Horror']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 or higher (64-bit)', 'Processor: 2.8 Ghz Quad Core CPU', 'Memory: 8 GB RAM', 'Graphics: 2 GB Dedicated Memory', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 15 GB available space', 'Sound Card: Sound Card: DirectX® Compatible', 'Additional Notes: Running a Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 or higher (64-bit)', 'Processor: 3.2 Ghz Quad Core CPU or faster', 'Memory: 12 GB RAM', 'Graphics: 4 GB Dedicated Memory', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 15 GB available space', 'Sound Card: Sound Card: DirectX® Compatible', 'Additional Notes: Running a Dedicated Server and Client on the same computer will double ram requirements. Also future releases may require more hard drive space.']","25 Jul, 2024",['The Fun Pimps'],['The Fun Pimps Entertainment LLC'],2.0,"(231,932)","158,982"
163,Garry's Mod,"['Sandbox', 'Moddable', 'Multiplayer', 'Physics', 'Building', 'Casual', 'Funny', 'First-Person', 'Singleplayer', 'FPS', 'Simulation', 'Online Co-Op', 'Co-op', 'Shooter', 'Comedy', 'Action', 'Indie', 'PvP', 'Realistic', 'Exploration']","['OS: Windows® 10', 'Processor: 2 GHz Processor or better', 'Memory: 4 GB RAM', 'Graphics: 1GB dedicated VRAM or better', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 5 GB available space', 'Sound Card: DirectX® 9 compatible', 'Additional Notes: Mouse, Keyboard, Monitor']","['OS: Windows® 10/11', 'Processor: 2.5 GHz Processor or better', 'Memory: 8 GB RAM', 'Graphics: 4GB dedicated VRAM or better', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 25 GB available space']","29 Nov, 2006",['Facepunch Studios'],['Valve'],1.0,"(945,676)","548,369"
164,People Playground,"['Sandbox', 'Gore', 'Physics', 'Blood', 'Moddable', 'Violent', '2D', 'Singleplayer', 'Destruction', 'Simulation', 'Funny', 'Building', 'Pixel Graphics', 'Psychological Horror', 'Indie', 'Action', 'Casual', 'Horror', 'Comedy', 'Choose Your Own Adventure']","['OS *: Windows 7 SP2+', 'Processor: 2 GHz', 'Memory: 4 GB RAM', 'Graphics: Graphics card with DX10 (shader model 4.0) capabilities', 'DirectX: Version 10', 'Storage: 350 MB available space']","['OS: Windows 10', 'Processor: 3 GHz', 'Memory: 8 GB RAM', 'Graphics: Graphics card with DX10 (shader model 4.0) capabilities', 'DirectX: Version 12', 'Storage: 1 GB available space', 'Additional Notes: This game offers enough freedom to be able to slow down any computer. The better your processor, the more you can do.']","23 Jul, 2019",['mestiez'],['Studio Minus'],1.0,"(243,162)","154,929"
165,Cities: Skylines,"['City Builder', 'Simulation', 'Building', 'Management', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Economy', 'Resource Management', 'Mod', 'Realistic', 'Replay Value', 'Casual', 'Modern', 'Real-Time with Pause', 'Family Friendly', 'Great Soundtrack', 'Funny', 'Action']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 Home 64 Bit', 'Processor: Intel® Core™ I7 930  |  AMD® FX 6350', 'Memory: 8 GB RAM', 'Graphics: Nvidia® GeForce™ GTS 450 (1 GB) |  AMD® R7 250 (2 GB)  |  Intel Iris Xe G7 (Tiger Lake)', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 4 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 Home 64 bit', 'Processor: Intel® Core™ I7 2700K  |   AMD® Ryzen 7 2700X', 'Memory: 16 GB RAM', 'Graphics: Nvidia® GeForce™ GTX 580 (1.5 GB)  |   AMD® Radeon™ RX 560 (4 GB)', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 4 GB available space']","10 Mar, 2015",['Colossal Order Ltd.'],['Paradox Interactive'],2.0,"(193,925)","118,310"
166,Totally Accurate Battle Simulator,"['Sandbox', 'Simulation', 'Funny', 'War', 'Physics', 'Strategy', 'Singleplayer', 'Realistic', 'Indie', 'Adventure', 'Colorful', 'Fantasy', '3D', 'Comedy', 'Action', 'Historical', 'Family Friendly', 'Cute', 'Wargame', 'Memes']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7', 'Processor: Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 670 or AMD R9 270 (2GB VRAM with Shader Model 5.0 or better)', 'DirectX: Version 10', 'Storage: 4 GB available space', 'Additional Notes: Only runs on 64 bit systems']","['Requires a 64-bit processor and operating system', 'OS: Win 10', 'Processor: Intel Core i7-4770 @ 3.4 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 970 or AMD R9 290X (4GB VRAM with Shader Model 5.0 or better)', 'DirectX: Version 11', 'Storage: 6 GB available space', 'Additional Notes: Only runs on 64 bit systems']","1 Apr, 2021",['Landfall'],['Landfall'],1.0,"(119,634)","76,320"
167,Kerbal Space Program,"['Space', 'Simulation', 'Sandbox', 'Physics', 'Science', 'Space Sim', 'Building', 'Moddable', 'Indie', 'Education', 'Open World', 'Singleplayer', 'Exploration', 'Funny', 'Sci-fi', 'Difficult', 'Adventure', 'Replay Value', 'Strategy', 'Comedy']","['OS *:Windows 7 SP1+', 'Processor:Core 2 Duo 2.0 Ghz', 'Memory:4 GB RAM', 'Graphics:DX10 (SM 4.0) capable, 512MB VRAM', 'Hard Drive:3 GB HD space']","['OS:Windows 10 64-bit', 'Processor:Core i5', 'Memory:8 GB RAM', 'Graphics:DX10 (SM 4.0) capable, 1GB VRAM', 'Hard Drive:4 GB HD space']","27 Apr, 2015",['Squad'],['Private Division'],1.0,"(100,053)","84,199"
168,Oxygen Not Included,"['Colony Sim', 'Base Building', 'Survival', 'Resource Management', 'Building', 'Singleplayer', 'Management', '2D', 'Simulation', 'Sandbox', 'Strategy', 'Space', 'Indie', 'Sci-fi', 'Exploration', 'Difficult', 'Open World', 'Multiplayer', 'Adventure', 'Space Sim']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7 (64 bit)', 'Processor: Dual Core 2 GHz', 'Memory: 4 GB RAM', 'Graphics: Intel HD 4600 (AMD or NVIDIA equivalent)', 'DirectX: Version 11', 'Storage: 2 GB available space']",['Requires a 64-bit processor and operating system'],"30 Jul, 2019",['Klei Entertainment'],['Klei Entertainment'],1.0,"(112,146)","44,913"
169,Arma 3,"['Military', 'Action', 'Multiplayer', 'Shooter', 'Simulation', 'Realistic', 'First-Person', 'Open World', 'Tactical', 'FPS', 'War', 'Co-op', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Combat', 'Online Co-Op', 'Team-Based', 'Third-Person Shooter']","['OS: Windows 7 SP1 (64bit)', 'Processor: Intel Dual-Core 2.4 GHz or AMD Dual-Core Athlon 2.5 GHz', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce 9800GT / AMD Radeon HD 5670 /  Intel HD Graphics 4000 with 512 MB VRAM', 'DirectX®: 10', 'Hard Drive: 45 GB free space', 'Audio: DirectX®-compatible on-board']","['OS: Windows 7 / 8 / 10 (64bit)', 'Processor: Intel Core i5-4460 or AMD FX 4300 or better', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 660 / AMD Radeon HD 7800 Series with 2 GB VRAM', 'DirectX®: 11', 'Hard Drive: 70 GB free space, SSD / Hybrid HDD / SSHD storage', 'Sound: DirectX®-compatible soundcard']","12 Sep, 2013",['Bohemia Interactive'],['Bohemia Interactive'],2.0,"(206,149)","129,188"
170,"Papers, Please","['Indie', 'Political', 'Simulation', 'Singleplayer', 'Point & Click', 'Pixel Graphics', 'Dystopian', 'Multiple Endings', 'Puzzle', 'Story Rich', 'Retro', 'Atmospheric', '2D', 'Great Soundtrack', 'Addictive', 'Strategy', 'Replay Value', 'Casual', 'Difficult', 'Adventure']","['Requires a 64-bit processor and operating system', 'OS *: Windows XP or later', 'Processor: 1.5 GHz Core2Duo', 'Memory: 2 GB RAM', 'Graphics: OpenGL 1.4 or better', 'Storage: 100 MB available space', 'Additional Notes: Minimum 1280x720 screen resolution']",['Requires a 64-bit processor and operating system'],"8 Aug, 2013",['Lucas Pope'],['3909'],1.0,"(64,040)","39,171"
171,Sid Meier’s Civilization® VI,"['Strategy', 'Turn-Based Strategy', 'Multiplayer', 'Historical', 'Singleplayer', 'Grand Strategy', 'Turn-Based', '4X', 'War', 'Simulation', 'City Builder', 'Tactical', 'Management', 'Building', 'Great Soundtrack', 'Moddable', 'Online Co-Op', 'Co-op', 'Hex Grid', 'Atmospheric']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7x64 / Windows 8.1x64 / Windows 10x64', 'Processor: Intel Core i3 2.5 Ghz or AMD Phenom II 2.6 Ghz or greater', 'Memory: 4 GB RAM', 'Graphics: 1 GB & AMD 5570 or nVidia 450 or Intel Integrated Graphics 530', 'DirectX: Version 11', 'Storage: 17 GB available space', 'Sound Card: DirectX Compatible Sound Device', 'Additional Notes: Initial installation requires one-time Internet connection for Steam authentication; software installations required (included with the game) include Steam Client, Microsoft Visual C++ 2012 and 2015 Runtime Libraries, and Microsoft DirectX. Internet connection and acceptance of Steam™ Subscriber Agreement required for activation. See www.steampowered.com/agreement for details.']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7x64 / Windows 8.1x64 / Windows 10x64', 'Processor: Fourth Generation Intel Core i5 2.5 Ghz or AMD FX8350 4.0 Ghz or greater', 'Memory: 8 GB RAM', 'Graphics: 2GB & AMD 7970 or nVidia 770 or greater', 'DirectX: Version 11', 'Storage: 23 GB available space', 'Sound Card: DirectX Compatible Sound Device']","20 Oct, 2016","['Firaxis Games', 'Aspyr (Mac)', 'Aspyr (Linux)']","['2K', 'Aspyr (Mac)', 'Aspyr (Linux)']",2.0,"(238,316)","133,618"
172,Teardown,"['Destruction', 'Physics', 'Sandbox', 'Voxel', 'First-Person', 'Singleplayer', 'Heist', 'Open World', 'Realistic', '3D', 'Simulation', 'Action', 'Puzzle', 'Driving', 'Indie', 'Immersive Sim', 'Tactical', 'Replay Value', 'Puzzle Platformer', 'Runner']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7', 'Processor: Quad Core CPU', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 1060 or similar. 3 Gb VRAM.', 'Storage: 4 GB available space', 'Additional Notes: Intel integrated graphics cards not supported.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel Core i7 or better', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 1080 or similar. 8 Gb VRAM.', 'Storage: 4 GB available space']","21 Apr, 2022",['Tuxedo Labs'],"['Tuxedo Labs', 'Saber Interactive']",1.0,"(89,873)","62,030"
